"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
1695.0,31.0,"Yes","Travel_Rarely","Research & Development",9.0,1.0,"Medical","Female",1.0,"Sales Representative","Divorced",189470.0,2.0,12.0,2.0,"9",2.0,3.0,1.0,2.0,2.0,3.0,"2","1","1"
1696.0,35.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Life Sciences","Female",5.0,"Sales Executive","Single",24960.0,4.0,17.0,3.0,"9",3.0,3.0,0.0,2.0,3.0,3.0,"1","4","3"
1697.0,31.0,"No","Travel_Rarely","Sales",1.0,3.0,"Marketing","Female",2.0,"Sales Executive","Divorced",64650.0,4.0,17.0,0.0,"13",3.0,7.0,5.0,7.0,3.0,3.0,"1","4","4"
1698.0,27.0,"No","Travel_Rarely","Sales",22.0,4.0,"Medical","Male",1.0,"Sales Representative","Divorced",22060.0,0.0,14.0,1.0,"6",4.0,5.0,0.0,3.0,3.0,3.0,"1","3","2"
1699.0,37.0,"No","Travel_Rarely","Sales",9.0,4.0,"Marketing","Female",2.0,"Laboratory Technician","Married",20860.0,4.0,14.0,0.0,"17",3.0,3.0,1.0,0.0,3.0,3.0,"4","3","2"
1700.0,20.0,"No","Travel_Rarely","Research & Development",17.0,4.0,"Medical","Female",1.0,"Sales Representative","Single",22930.0,1.0,13.0,2.0,"1",3.0,1.0,0.0,0.0,1.0,3.0,"4","2","4"
1701.0,42.0,"No","Travel_Rarely","Research & Development",28.0,4.0,"Life Sciences","Female",2.0,"Manufacturing Director","Married",26450.0,1.0,15.0,0.0,"10",5.0,10.0,2.0,2.0,3.0,3.0,"3","4","3"
1702.0,43.0,"No","Travel_Rarely","Research & Development",10.0,5.0,"Technical Degree","Female",2.0,"Sales Executive","Divorced",26830.0,4.0,11.0,0.0,"21",3.0,1.0,0.0,0.0,3.0,3.0,"2","4","2"
1703.0,38.0,"No","Travel_Rarely","Human Resources",2.0,4.0,"Medical","Male",1.0,"Human Resources","Single",20140.0,3.0,17.0,1.0,"8",5.0,0.0,0.0,0.0,4.0,3.0,"3","1","2"
1704.0,43.0,"No","Travel_Frequently","Sales",4.0,3.0,"Medical","Female",2.0,"Healthcare Representative","Divorced",34190.0,3.0,11.0,1.0,"10",5.0,8.0,4.0,7.0,3.0,3.0,"4","3","3"
1705.0,48.0,"No","Travel_Rarely","Research & Development",8.0,1.0,"Medical","Male",2.0,"Laboratory Technician","Married",53760.0,7.0,13.0,1.0,"21",3.0,3.0,0.0,2.0,4.0,3.0,"4","1","1"
1706.0,44.0,"No","Travel_Rarely","Sales",29.0,4.0,"Marketing","Male",2.0,"Sales Executive","Single",19510.0,4.0,22.0,3.0,"10",4.0,2.0,0.0,2.0,4.0,4.0,"1","3","4"
1707.0,34.0,"No","Travel_Rarely","Research & Development",13.0,4.0,"Life Sciences","Female",1.0,"Laboratory Technician","Divorced",23410.0,1.0,20.0,2.0,"8",3.0,8.0,0.0,6.0,2.0,4.0,"3","3","3"
1708.0,27.0,"Yes","Travel_Rarely","Sales",27.0,3.0,"Life Sciences","Male",2.0,"Research Scientist","Divorced",22930.0,0.0,18.0,0.0,"5",0.0,4.0,0.0,2.0,3.0,3.0,"3","1","3"
1709.0,21.0,"No","Travel_Rarely","Sales",16.0,2.0,"Life Sciences","Male",3.0,"Sales Executive","Single",87260.0,1.0,11.0,1.0,"3",2.0,3.0,1.0,2.0,1.0,3.0,"3","3","3"
1710.0,44.0,"No","Travel_Rarely","Research & Development",2.0,2.0,"Life Sciences","Male",1.0,"Laboratory Technician","Married",40110.0,4.0,14.0,1.0,"26",2.0,2.0,0.0,1.0,3.0,3.0,"4","4","4"
1711.0,22.0,"No","Travel_Rarely","Research & Development",2.0,2.0,"Medical","Female",2.0,"Laboratory Technician","Married",195450.0,0.0,14.0,0.0,"3",3.0,2.0,2.0,2.0,2.0,3.0,"1","3","3"
1712.0,33.0,"No","Travel_Rarely","Sales",13.0,4.0,"Marketing","Female",2.0,"Manufacturing Director","Divorced",45680.0,2.6948303347756775,18.0,1.0,"6",2.0,5.0,1.0,2.0,3.0,3.0,"3","3","3"
1713.0,32.0,"No","Travel_Rarely","Research & Development",1.0,1.0,"Life Sciences","Female",1.0,"Healthcare Representative","Married",30220.0,1.0,16.0,1.0,"6",3.0,6.0,0.0,5.0,3.0,3.0,"1","4","2"
1714.0,30.0,"No","Travel_Frequently","Research & Development",4.0,5.0,"Technical Degree","Male",3.0,"Manager","Divorced",57720.0,1.0,17.0,0.0,"1",3.0,1.0,0.0,0.0,3.0,3.0,"3","3","3"
1715.0,53.0,"No","Travel_Rarely","Research & Development",24.0,3.0,"Other","Female",3.0,"Manager","Single",22690.0,7.0,11.0,1.0,"18",2.0,14.0,8.0,10.0,2.0,3.0,"4","1","4"
1716.0,34.0,"No","Travel_Rarely","Research & Development",1.0,5.0,"Medical","Male",1.0,"Research Scientist","Married",53810.0,1.0,12.0,0.0,"10",0.0,10.0,8.0,8.0,3.0,3.0,"2","4","2"
1717.0,45.0,"Yes","Travel_Frequently","Research & Development",19.0,4.0,"Life Sciences","Male",3.0,"Research Director","Married",34410.0,2.0,13.0,1.0,"5",5.0,1.0,0.0,0.0,3.0,3.0,"1","1","3"
1718.0,26.0,"No","Travel_Rarely","Research & Development",7.0,2.0,"Life Sciences","Male",1.0,"Manufacturing Director","Married",54540.0,1.0,13.0,1.0,"3",5.0,3.0,0.0,2.0,4.0,3.0,"3","4","3"
1719.0,37.0,"No","Travel_Rarely","Research & Development",4.0,3.0,"Medical","Male",1.0,"Manager","Married",98840.0,1.0,14.0,0.0,"10",3.0,10.0,7.0,8.0,2.0,3.0,"3","3","3"
1720.0,29.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Life Sciences","Female",1.0,"Healthcare Representative","Married",41570.0,1.0,17.0,3.0,"6",2.0,6.0,1.0,2.0,3.0,3.0,"2","3","2"
1721.0,35.0,"No","Travel_Rarely","Research & Development",10.0,5.0,"Medical","Female",4.0,"Laboratory Technician","Single",134580.0,1.0,11.0,0.0,"17",3.0,17.0,11.0,8.0,3.0,3.0,"2","4","3"
1722.0,33.0,"No","Travel_Frequently","Research & Development",8.0,3.0,"Technical Degree","Male",2.0,"Laboratory Technician","Divorced",90690.0,3.0,25.0,1.0,"15",3.0,13.0,4.0,7.0,3.0,4.0,"3","4","1"
1723.0,54.0,"No","Travel_Rarely","Research & Development",5.0,2.0,"Life Sciences","Female",2.0,"Sales Executive","Married",40140.0,2.0,19.0,1.0,"16",4.0,9.0,7.0,1.0,2.0,3.0,"3","2","NA"
1724.0,36.0,"No","Travel_Rarely","Research & Development",8.0,3.0,"Life Sciences","Male",2.0,"Research Scientist","Divorced",59150.0,2.0,13.0,1.0,"13",3.0,3.0,0.0,2.0,2.0,3.0,"2","2","3"
1725.0,27.0,"No","Travel_Rarely","Sales",9.0,3.0,"Marketing","Male",5.0,"Research Director","Single",59930.0,0.0,14.0,1.0,"5",3.0,4.0,1.0,1.0,1.0,3.0,"1","4","3"
1726.0,20.0,"Yes","Travel_Rarely","Research & Development",1.0,3.0,"Life Sciences","Male",5.0,"Sales Representative","Single",61620.0,1.0,12.0,3.0,"1",2.0,1.0,1.0,1.0,2.0,3.0,"4","3","3"
1727.0,33.0,"Yes","Travel_Frequently","Research & Development",15.0,4.0,"Medical","Female",1.0,"Laboratory Technician","Single",24060.0,1.0,11.0,0.0,"10",3.0,10.0,9.0,7.0,3.0,3.0,"1","1","3"
1728.0,35.0,"No","Non-Travel","Research & Development",2.0,1.0,"Medical","Male",1.0,"Research Scientist","Married",187400.0,1.0,19.0,1.0,"1",2.0,1.0,0.0,0.0,4.0,3.0,"3","3","3"
1729.0,23.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Life Sciences","Male",1.0,"Healthcare Representative","Married",76370.0,2.0,11.0,1.0,"5",3.0,3.0,0.0,2.0,3.0,3.0,"1","1","4"
1730.0,25.0,"No","Travel_Rarely","Research & Development",11.0,3.0,"Medical","Male",2.0,"Manufacturing Director","Married",100960.0,0.0,11.0,1.0,"4",3.0,3.0,1.0,2.0,3.0,3.0,"4","2","3"
1731.0,38.0,"No","Travel_Rarely","Research & Development",16.0,3.0,"Life Sciences","Male",5.0,"Research Scientist","Single",147560.0,0.0,20.0,1.0,"8",3.0,7.0,0.0,5.0,2.0,4.0,"4","4","3"
1732.0,29.0,"No","Travel_Frequently","Sales",2.0,4.0,"Life Sciences","Male",4.0,"Healthcare Representative","Divorced",64990.0,1.0,18.0,3.0,"10",3.0,10.0,2.0,8.0,2.0,3.0,"2","4","3"
1733.0,48.0,"No","Travel_Rarely","Research & Development",16.0,3.0,"Technical Degree","Male",1.0,"Sales Executive","Married",97240.0,3.0,13.0,0.0,"12",2.0,2.0,2.0,2.0,4.0,3.0,"2","2","3"
1734.0,27.0,"No","Travel_Frequently","Sales",4.0,3.0,"Technical Degree","Male",5.0,"Laboratory Technician","Divorced",21940.0,1.0,12.0,0.0,"6",5.0,6.0,0.0,4.0,3.0,3.0,"4","4","3"
1735.0,37.0,"No","Travel_Rarely","Research & Development",16.0,3.0,"Life Sciences","Male",3.0,"Manager","Single",33880.0,3.0,11.0,0.0,"4",2.0,1.0,0.0,0.0,4.0,3.0,"4","4","3"
1736.0,50.0,"No","Travel_Rarely","Sales",5.0,3.0,"Medical","Male",1.0,"Laboratory Technician","Married",54730.0,1.0,19.0,1.0,"20",2.0,20.0,3.0,8.0,4.0,3.0,"4","3","3"
1737.0,34.0,"No","Travel_Rarely","Research & Development",18.0,1.0,"Medical","Male",1.0,"Healthcare Representative","Single",27030.0,1.0,21.0,1.0,"9",2.0,8.0,7.0,7.0,3.0,4.0,"4","2","4"
1738.0,24.0,"Yes","Travel_Rarely","Research & Development",17.0,2.0,"Life Sciences","Female",1.0,"Healthcare Representative","Single",25010.0,9.0,12.0,0.0,"4",3.0,2.0,2.0,0.0,1.0,3.0,"1","3","3"
1739.0,39.0,"No","Travel_Rarely","Research & Development",12.0,5.0,"Medical","Female",1.0,"Sales Representative","Single",62200.0,1.0,14.0,2.0,"20",2.0,20.0,11.0,10.0,3.0,3.0,"4","3","3"
1740.0,32.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Life Sciences","Male",5.0,"Research Scientist","Single",30380.0,1.0,11.0,0.0,"10",5.0,10.0,0.0,8.0,1.0,3.0,"4","4","2"
1741.0,50.0,"Yes","Travel_Frequently","Research & Development",4.0,2.0,"Medical","Male",4.0,"Sales Representative","Married",44240.0,3.0,14.0,1.0,"18",2.0,4.0,1.0,3.0,2.0,3.0,"2","3","3"
1742.0,38.0,"No","Travel_Rarely","Research & Development",9.0,4.0,"Life Sciences","Male",1.0,"Sales Executive","Single",43120.0,0.0,12.0,1.0,"10",2.0,9.0,1.0,8.0,2.0,3.0,"2","4","2"
1743.0,27.0,"No","Travel_Rarely","Research & Development",10.0,3.0,"Medical","Male",5.0,"Research Scientist","Married",132450.0,1.0,23.0,1.0,"9",3.0,9.0,0.0,7.0,2.0,4.0,"3","1","3"
1744.0,32.0,"No","Travel_Rarely","Sales",1.0,3.0,"Medical","Male",2.0,"Sales Executive","Single",136640.0,3.0,14.0,0.0,"10",6.0,7.0,7.0,7.0,3.0,3.0,"3","4","3"
1745.0,47.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Medical","Female",5.0,"Sales Executive","Single",50210.0,2.0,17.0,0.0,"20",3.0,7.0,1.0,7.0,3.0,3.0,"4","1","3"
1746.0,40.0,"No","Travel_Frequently","Research & Development",3.0,4.0,"Medical","Female",3.0,"Human Resources","Married",51260.0,5.0,18.0,0.0,"20",2.0,18.0,1.0,12.0,3.0,3.0,"4","1","3"
1747.0,53.0,"No","Travel_Rarely","Research & Development",7.0,1.0,"Life Sciences","Male",2.0,"Laboratory Technician","Married",28590.0,3.0,18.0,1.0,"32",2.0,5.0,1.0,3.0,3.0,3.0,"3","3","3"
1748.0,41.0,"No","Travel_Rarely","Sales",6.0,3.0,"Medical","Male",1.0,"Sales Executive","Divorced",102390.0,3.0,24.0,3.0,"23",3.0,21.0,12.0,6.0,3.0,4.0,"2","4","2"
1749.0,60.0,"No","Travel_Rarely","Research & Development",8.0,2.0,"Life Sciences","Female",5.0,"Laboratory Technician","Single",53290.0,8.0,20.0,0.0,"10",3.0,2.0,2.0,2.0,4.0,4.0,"1","1","3"
1750.0,27.0,"No","Travel_Frequently","Research & Development",29.0,1.0,"Life Sciences","Male",2.0,"Manufacturing Director","Divorced",43250.0,1.0,14.0,0.0,"9",2.0,9.0,1.0,7.0,2.0,3.0,"4","1","2"
1751.0,41.0,"No","Travel_Rarely","Research & Development",3.0,3.0,"Medical","Male",1.0,"Manufacturing Director","Married",72600.0,1.0,16.0,0.0,"22",2.0,22.0,2.0,10.0,3.0,3.0,"4","3","3"
1752.0,50.0,"No","Travel_Rarely","Sales",9.0,3.0,"Life Sciences","Male",2.0,"Research Scientist","Married",23220.0,7.0,25.0,1.0,"4",0.0,2.0,2.0,2.0,4.0,4.0,"4","2","3"
1753.0,28.0,"Yes","Travel_Rarely","Sales",2.0,4.0,"Life Sciences","Male",3.0,"Research Scientist","Single",20750.0,7.0,18.0,3.0,"10",0.0,7.0,3.0,7.0,2.0,3.0,"1","2","3"
1754.0,36.0,"No","Non-Travel","Research & Development",10.0,4.0,"Technical Degree","Female",2.0,"Research Scientist","Married",41520.0,9.0,19.0,1.0,"10",3.0,8.0,0.0,5.0,3.0,3.0,"1","1","3"
1755.0,38.0,"No","Travel_Rarely","Research & Development",1.0,3.0,"Medical","Female",3.0,"Manager","Single",96190.0,4.0,13.0,1.0,"10",2.0,1.0,0.0,0.0,3.0,3.0,"3","3","4"
1756.0,44.0,"No","Non-Travel","Research & Development",8.0,2.0,"Life Sciences","Male",1.0,"Research Scientist","Single",135030.0,2.0,12.0,0.0,"9",6.0,5.0,1.0,4.0,2.0,3.0,"1","3","3"
1757.0,47.0,"No","Travel_Frequently","Research & Development",27.0,3.0,"Life Sciences","Male",1.0,"Research Scientist","Divorced",54410.0,9.0,22.0,1.0,"28",6.0,22.0,11.0,13.0,2.0,4.0,"4","3","2"
1758.0,30.0,"No","Travel_Rarely","Research & Development",8.0,3.0,"Life Sciences","Male",2.0,"Sales Executive","Divorced",52090.0,7.0,14.0,1.0,"10",3.0,8.0,7.0,7.0,3.0,3.0,"3","4","2"
1759.0,29.0,"No","Travel_Rarely","Research & Development",1.0,2.0,"Medical","Female",1.0,"Sales Executive","Single",106730.0,1.0,13.0,3.0,"1",2.0,1.0,0.0,0.0,3.0,3.0,"3","3","3"
1760.0,42.0,"Yes","Travel_Frequently","Research & Development",10.0,1.0,"Life Sciences","Female",1.0,"Sales Executive","Divorced",50100.0,6.0,21.0,3.0,"7",3.0,2.0,2.0,2.0,3.0,4.0,"3","3","3"
1761.0,43.0,"No","Travel_Frequently","Research & Development",26.0,1.0,"Life Sciences","Male",1.0,"Laboratory Technician","Married",135490.0,3.0,11.0,2.0,"7",3.0,2.0,2.0,2.0,3.0,3.0,"4","4","3"
1762.0,34.0,"No","Travel_Rarely","Research & Development",2.0,5.0,"Technical Degree","Male",2.0,"Healthcare Representative","Single",49990.0,3.0,12.0,2.0,"10",2.0,5.0,4.0,3.0,4.0,3.0,"2","3","3"
1763.0,23.0,"No","Travel_Rarely","Sales",13.0,3.0,"Marketing","Male",5.0,"Sales Executive","Married",42210.0,1.0,11.0,1.0,"5",4.0,4.0,0.0,2.0,3.0,3.0,"2","1","4"
1764.0,39.0,"No","Travel_Rarely","Sales",2.0,4.0,"Marketing","Female",4.0,"Healthcare Representative","Married",138720.0,9.0,12.0,3.0,"12",3.0,8.0,3.0,6.0,2.0,3.0,"3","2","1"
1765.0,56.0,"No","Travel_Rarely","Research & Development",2.0,4.0,"Medical","Male",1.0,"Manager","Married",20420.0,7.0,12.0,0.0,"30",6.0,10.0,1.0,1.0,3.0,3.0,"3","4","2"
1766.0,40.0,"No","Travel_Rarely","Sales",9.0,3.0,"Marketing","Male",2.0,"Research Scientist","Single",20730.0,0.0,14.0,0.0,"5",3.0,4.0,2.0,3.0,3.0,3.0,"4","4","2"
1767.0,27.0,"No","Travel_Rarely","Research & Development",10.0,3.0,"Life Sciences","Female",1.0,"Laboratory Technician","Single",29560.0,8.0,13.0,0.0,"9",6.0,7.0,0.0,7.0,3.0,3.0,"4","1","1"
1768.0,29.0,"No","Travel_Rarely","Sales",20.0,3.0,"Marketing","Female",2.0,"Manager","Divorced",29260.0,1.0,15.0,1.0,"2",3.0,2.0,2.0,2.0,2.0,3.0,"4","2","3"
1769.0,53.0,"No","Travel_Rarely","Research & Development",9.0,3.0,"Life Sciences","Female",3.0,"Laboratory Technician","Single",48090.0,2.0,18.0,0.0,"19",2.0,2.0,2.0,2.0,3.0,3.0,"4","4","3"
1770.0,35.0,"No","Non-Travel","Research & Development",5.0,1.0,"Medical","Male",1.0,"Healthcare Representative","Divorced",51630.0,2.0,18.0,2.0,"16",4.0,1.0,0.0,0.0,3.0,3.0,"4","1","4"
1771.0,32.0,"No","Travel_Frequently","Sales",4.0,4.0,"Life Sciences","Male",2.0,"Sales Executive","Married",188440.0,1.0,19.0,0.0,"10",3.0,10.0,4.0,7.0,1.0,3.0,"1","4","3"
1772.0,38.0,"No","Travel_Rarely","Sales",10.0,3.0,"Medical","Male",4.0,"Laboratory Technician","Married",181720.0,6.0,12.0,2.0,"6",5.0,1.0,0.0,1.0,3.0,3.0,"4","3","1"
1773.0,34.0,"No","Travel_Rarely","Research & Development",20.0,3.0,"Medical","Female",3.0,"Laboratory Technician","Divorced",57440.0,3.0,19.0,1.0,"7",4.0,0.0,0.0,0.0,2.0,3.0,"2","1","3"
1774.0,52.0,"No","Travel_Rarely","Sales",21.0,5.0,"Technical Degree","Male",3.0,"Manager","Married",28890.0,1.0,11.0,1.0,"34",2.0,34.0,1.0,16.0,3.0,3.0,"3","1","4"
1775.0,33.0,"Yes","Travel_Rarely","Research & Development",1.0,2.0,"Medical","Male",3.0,"Laboratory Technician","Single",28710.0,1.0,17.0,3.0,"10",2.0,10.0,7.0,8.0,3.0,3.0,"4","4","2"
1776.0,25.0,"No","Travel_Rarely","Research & Development",8.0,3.0,"Life Sciences","Male",2.0,"Research Scientist","Single",74840.0,1.0,15.0,0.0,"6",3.0,6.0,1.0,4.0,3.0,3.0,"3","4","2"
1777.0,45.0,"No","Travel_Rarely","Sales",2.0,3.0,"Life Sciences","Male",3.0,"Healthcare Representative","Single",60740.0,0.0,14.0,0.0,"9",2.0,8.0,3.0,1.0,3.0,3.0,"2","3","3"
1778.0,23.0,"No","Travel_Rarely","Research & Development",23.0,1.0,"Life Sciences","Female",2.0,"Research Scientist","Single",173280.0,1.0,17.0,1.0,"2",2.0,2.0,0.0,2.0,1.0,3.0,"1","3","3"
1779.0,47.0,"Yes","Travel_Frequently","Research & Development",4.0,3.0,"Life Sciences","Male",1.0,"Research Director","Single",27740.0,4.0,13.0,1.0,"8",2.0,5.0,1.0,3.0,3.0,3.0,"2","3","3"
1780.0,34.0,"No","Travel_Rarely","Research & Development",12.0,3.0,"Technical Degree","Male",1.0,"Research Scientist","Single",45050.0,1.0,12.0,0.0,"6",3.0,6.0,1.0,4.0,3.0,3.0,"4","4","3"
1781.0,55.0,"Yes","Travel_Rarely","Human Resources",7.0,3.0,"Human Resources","Male",4.0,"Laboratory Technician","Married",74280.0,5.0,12.0,0.0,"24",2.0,5.0,1.0,4.0,3.0,3.0,"4","1","3"
1782.0,36.0,"No","Non-Travel","Research & Development",7.0,2.0,"Life Sciences","Male",5.0,"Sales Executive","Single",116310.0,1.0,18.0,1.0,"10",2.0,10.0,0.0,9.0,1.0,3.0,"1","1","3"
1783.0,52.0,"No","Non-Travel","Research & Development",1.0,4.0,"Life Sciences","Male",5.0,"Sales Executive","Married",97380.0,0.0,18.0,2.0,"5",2.0,4.0,1.0,2.0,3.0,3.0,"4","4","3"
1784.0,26.0,"No","Travel_Frequently","Research & Development",2.0,2.0,"Life Sciences","Male",1.0,"Manufacturing Director","Divorced",28350.0,3.0,11.0,1.0,"5",2.0,2.0,2.0,0.0,3.0,3.0,"1","4","3"
1785.0,29.0,"No","Travel_Rarely","Research & Development",10.0,2.0,"Medical","Male",3.0,"Manufacturing Director","Married",169590.0,4.0,14.0,3.0,"11",5.0,8.0,1.0,1.0,3.0,3.0,"2","3","2"
1786.0,26.0,"Yes","Travel_Rarely","Research & Development",15.0,2.0,"Life Sciences","Male",2.0,"Laboratory Technician","Single",26130.0,6.0,19.0,1.0,"6",2.0,4.0,1.0,2.0,3.0,3.0,"4","1","NA"
1787.0,34.0,"No","Travel_Rarely","Research & Development",14.0,4.0,"Technical Degree","Male",2.0,"Manufacturing Director","Single",61460.0,2.0,12.0,0.0,"10",3.0,4.0,1.0,3.0,3.0,3.0,"2","4","3"
1788.0,54.0,"No","Travel_Rarely","Research & Development",18.0,4.0,"Medical","Female",2.0,"Laboratory Technician","Divorced",49630.0,9.0,15.0,1.0,"9",2.0,5.0,1.0,4.0,3.0,3.0,"4","1","3"
1789.0,27.0,"No","Travel_Frequently","Research & Development",13.0,2.0,"Life Sciences","Female",4.0,"Research Scientist","Married",195370.0,0.0,12.0,0.0,"5",5.0,4.0,1.0,1.0,3.0,3.0,"3","4","3"
1790.0,37.0,"No","Travel_Rarely","Sales",2.0,4.0,"Technical Degree","Male",2.0,"Manufacturing Director","Divorced",61720.0,0.0,11.0,0.0,"6",1.0,5.0,4.0,3.0,3.0,3.0,"4","1","2"
1791.0,38.0,"No","Travel_Frequently","Sales",2.0,4.0,"Life Sciences","Female",2.0,"Research Scientist","Single",23680.0,6.0,11.0,1.0,"17",3.0,15.0,4.0,12.0,3.0,3.0,"1","1","3"
1792.0,34.0,"No","Travel_Rarely","Sales",2.0,3.0,"Marketing","Male",1.0,"Sales Representative","Single",103120.0,1.0,12.0,0.0,"6",2.0,6.0,1.0,3.0,3.0,3.0,"3","1","3"
1793.0,35.0,"No","Travel_Rarely","Research & Development",5.0,4.0,"Medical","Male",3.0,"Manager","Married",16750.0,1.0,16.0,0.0,"3",6.0,3.0,0.0,2.0,2.0,3.0,"1","4","2"
1794.0,30.0,"No","Travel_Rarely","Research & Development",20.0,3.0,"Medical","Male",1.0,"Laboratory Technician","Married",25230.0,3.0,13.0,1.0,"7",2.0,2.0,0.0,2.0,3.0,3.0,"4","3","3"
1795.0,40.0,"No","Travel_Frequently","Research & Development",10.0,4.0,"Medical","Male",2.0,"Manufacturing Director","Married",65670.0,1.0,13.0,1.0,"8",3.0,8.0,3.0,7.0,4.0,3.0,"3","2","3"
1796.0,34.0,"No","Travel_Rarely","Research & Development",10.0,3.0,"Life Sciences","Male",3.0,"Healthcare Representative","Married",47390.0,5.0,24.0,2.0,"6",2.0,3.0,1.0,2.0,3.0,4.0,"3","1","3"
1797.0,42.0,"No","Travel_Frequently","Research & Development",9.0,4.0,"Medical","Male",1.0,"Manufacturing Director","Divorced",92080.0,1.0,15.0,1.0,"24",2.0,24.0,14.0,9.0,4.0,3.0,"2","4","2"
1798.0,23.0,"Yes","Travel_Rarely","Sales",2.0,3.0,"Medical","Female",4.0,"Manufacturing Director","Married",45590.0,1.0,18.0,1.0,"1",2.0,0.0,0.0,0.0,2.0,3.0,"3","1","3"
1799.0,24.0,"No","Non-Travel","Sales",1.0,5.0,"Marketing","Female",1.0,"Manufacturing Director","Divorced",81890.0,1.0,14.0,1.0,"1",3.0,1.0,0.0,0.0,3.0,3.0,"3","2","3"
1800.0,52.0,"No","Travel_Rarely","Research & Development",29.0,3.0,"Life Sciences","Male",2.0,"Manufacturing Director","Married",29420.0,8.0,11.0,1.0,"9",1.0,5.0,1.0,4.0,2.0,3.0,"4","3","3"
1801.0,50.0,"No","Travel_Rarely","Research & Development",8.0,4.0,"Life Sciences","Male",2.0,"Sales Executive","Married",49410.0,5.0,11.0,1.0,"30",3.0,4.0,0.0,3.0,1.0,3.0,"3","3","3"
1802.0,29.0,"Yes","Travel_Rarely","Sales",2.0,4.0,"Marketing","Female",4.0,"Research Scientist","Married",106500.0,1.0,13.0,2.0,"1",2.0,1.0,0.0,0.0,4.0,3.0,"2","1","3"
1803.0,33.0,"No","Travel_Rarely","Research & Development",3.0,4.0,"Life Sciences","Male",4.0,"Manufacturing Director","Married",59020.0,0.0,12.0,1.0,"14",2.0,13.0,3.0,7.0,3.0,3.0,"3","3","4"
1804.0,33.0,"Yes","Travel_Rarely","Research & Development",23.0,5.0,"Life Sciences","Male",1.0,"Human Resources","Single",86390.0,5.0,16.0,2.0,"6",3.0,3.0,0.0,2.0,2.0,3.0,"1","1","3"
1805.0,47.0,"No","Travel_Rarely","Research & Development",6.0,4.0,"Other","Male",2.0,"Manager","Married",63470.0,1.0,14.0,0.0,"26",2.0,26.0,3.0,0.0,4.0,3.0,"3","4","2"
1806.0,36.0,"No","Travel_Rarely","Sales",6.0,3.0,"Medical","Female",2.0,"Sales Executive","Married",42000.0,0.0,22.0,0.0,"10",3.0,9.0,0.0,5.0,3.0,4.0,"3","2","3"
1807.0,29.0,"No","Travel_Rarely","Research & Development",10.0,3.0,"Other","Male",1.0,"Research Scientist","Married",34520.0,1.0,11.0,0.0,"10",3.0,10.0,0.0,7.0,2.0,3.0,"3","3","3"
1808.0,58.0,"Yes","Travel_Rarely","Research & Development",24.0,3.0,"Other","Female",2.0,"Research Scientist","Single",43170.0,7.0,17.0,0.0,"40",2.0,31.0,13.0,8.0,3.0,3.0,"4","2","3"
1809.0,35.0,"No","Travel_Rarely","Sales",10.0,4.0,"Marketing","Female",1.0,"Research Scientist","Single",26320.0,3.0,13.0,3.0,"7",3.0,2.0,2.0,2.0,4.0,3.0,"4","3","3"
1810.0,42.0,"No","Travel_Rarely","Sales",15.0,1.0,"Marketing","Male",2.0,"Laboratory Technician","Married",46680.0,9.0,18.0,2.0,"8",2.0,4.0,0.0,2.0,3.0,3.0,"4","4","3"
1811.0,28.0,"Yes","Travel_Rarely","Research & Development",19.0,4.0,"Medical","Female",2.0,"Sales Executive","Single",32040.0,6.0,16.0,1.0,"5",4.0,2.0,2.0,1.0,2.0,3.0,"3","3","2"
1812.0,36.0,"No","Travel_Rarely","Research & Development",2.0,3.0,"Life Sciences","Male",2.0,"Healthcare Representative","Married",27200.0,4.0,14.0,1.0,"8",3.0,5.0,0.0,4.0,3.0,3.0,"3","2","3"
1813.0,32.0,"No","Travel_Rarely","Research & Development",3.0,1.0,"Medical","Male",2.0,"Manufacturing Director","Married",171810.0,1.0,14.0,0.0,"14",2.0,14.0,6.0,8.0,2.0,3.0,"NA","3","3"
1814.0,40.0,"No","Travel_Frequently","Sales",9.0,3.0,"Marketing","Male",3.0,"Manufacturing Director","Single",22380.0,6.0,14.0,0.0,"10",3.0,1.0,0.0,0.0,3.0,3.0,"1","3","3"
1815.0,30.0,"No","Travel_Rarely","Research & Development",7.0,3.0,"Technical Degree","Male",2.0,"Research Director","Single",14830.0,5.0,13.0,0.0,"12",3.0,0.0,0.0,0.0,3.0,3.0,"3","4","2"
1816.0,45.0,"No","Travel_Rarely","Research & Development",10.0,4.0,"Life Sciences","Male",1.0,"Research Director","Single",56050.0,1.0,12.0,2.0,"1",2.0,1.0,0.0,0.0,3.0,3.0,"2","3","3"
